TRIAL_ID,LSO_CHANGES,DBL_CHANGES,LSO,LSO_INTERIM_2,LSO_INTERIM_3,LSO_INTERIM_4,DBL,DBL_INTERIM_2,DBL_INTERIM_3,DBL_INTERIM_4,THERAPEUTIC_AREA,STUDY_PHASE,STUDY_STATUS,PLANNED_ENROLLMENT,CRO,PA_PS_TIME,PA_FPI_TIME,FPI_LPI_TIME,COUNTRY,ID_COUNT,CLOSE_OUT
10201806042,0,0,3/11/2018,0,0,0,4/6/2018,0,0,0,Marketed Products,I,Closed,23,MEDISCIENCE PLANNING INC,63,85,6, Japan,1,26
10201806044,13,13,3/31/2021,0,0,0,5/14/2021,0,0,0,Oncology,II,Enrollment Complete,15,MEDISCIENCE PLANNING INC,NULL,70,93, Japan,1,44
10201807001,4,3,10/27/2019,0,0,0,11/22/2019,0,0,0,CNS,I,Closed,54,Takeda PRA Development Center,37,71,301, Japan,1,26
10201810001,0,0,1/10/2021,0,0,0,3/21/2021,0,0,0,Oncology,II,Cancelled,15,TBD,NULL,103,93, Japan,1,70
10201810002,5,5,11/17/2020,0,0,0,12/15/2020,0,0,0,GI,I,Planned,24,Takeda PRA Development Center,54,72,24, Japan,1,28
10201901001,1,3,12/18/2019,0,0,0,2/20/2020,0,0,0,Others,I,Closed,10,PRA,91,100,0, Japan,1,64
10201902001,0,0,4/1/2018,0,0,0,4/1/2018,0,0,0,Oncology,I,Enrolling,14,PPD,54,196,NULL, Japan,1,0
1-1026F0,4,4,5/1/2019,0,0,0,6/28/2019,0,0,0,CNS,IV,Closed,1100,Quintiles,61,114,1167, United States of America (the),1,58
1-106BXY,0,0,4/5/2016,0,0,0,5/2/2016,0,0,0,CNS,I,Closed,10,Quintiles,NULL,273,148," Bulgaria, Netherlands (the), Spain",1,27
1-106C5U,0,0,11/1/2016,0,0,0,12/19/2016,0,0,0,CNS,II,Terminated,36,Quintiles,60,254,260," Czechia, Estonia, Latvia, Russian Federation (the), Spain, United Kingdom of Great Britain and Northern Ireland (the)",1,48
1-106L20,0,0,1/21/2014,0,0,0,3/13/2014,0,0,0,NULL,II,Closed,104,NULL,248,169,501,NULL,1,51
1-10E05V,0,0,1/21/2014,0,0,0,3/13/2014,0,0,0,NULL,II,Closed,104,Quintiles,248,169,501," Belgium, Brazil, Hungary, Italy, Mexico, Poland, Portugal, United States of America (the)",1,51
1-10ELJS,0,0,5/17/2015,0,0,0,6/15/2015,0,0,0,NULL,I,Cancelled,50,NULL,NULL,61,0,NULL,1,29
1-10ELOL,5,6,3/13/2020,0,0,0,5/13/2020,0,0,0,Oncology,I,Closed,80,PPD,27,107,1259, Japan,1,61
1-10ELPN,12,13,12/30/2020,0,0,0,1/29/2021,0,0,0,Oncology,I,Closed,44,PRA,67,229,360, Netherlands (the),1,30
1-10ELQ6,15,17,9/30/2020,0,0,0,11/6/2020,0,0,0,Oncology,I/II,Closed,142,PRA,120,110,881, Japan,1,37
1-10ELUG,0,0,2/4/2020,0,0,0,5/4/2020,0,0,0,Oncology,II,Cancelled,150,NULL,55,120,420,NULL,1,90
1-10ELXD,5,8,2/11/2020,0,0,0,3/17/2020,0,0,0,Oncology,II,Enrollment Complete,60,PRA,108,214,626," Czechia, France, Greece, Netherlands (the), Poland, United States of America (the)",1,35
1-10ELZC,5,8,1/31/2020,0,0,0,4/3/2020,0,0,0,Oncology,I,Closed,46,IQVIA,131,197,518," Japan, Korea (the Republic of)",1,63
1-10FGWP,0,0,3/26/2021,0,0,0,4/25/2021,0,0,0,Oncology,III,Cancelled,300,NULL,56,111,38,NULL,1,30
1-10FGX3,9,12,3/30/2021,0,0,0,5/15/2021,0,0,0,Oncology,II,Completed,122,PRA,379,205,706," Canada, France, Germany, Italy, Spain, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,46
1-10FGYU,1,1,4/10/2020,0,0,0,5/10/2020,0,0,0,Oncology,I,Cancelled,45,NULL,NULL,109,150,NULL,1,30
1-10FGZM,5,5,3/22/2021,0,0,0,5/13/2021,0,0,0,Oncology,I,Cancelled,6,PRA,1119,151,235, Netherlands (the),1,52
1-10FH04,0,0,2/23/2021,0,0,0,3/25/2021,0,0,0,Oncology,I,Cancelled,25,NULL,NULL,112,84,NULL,1,30
1-10FH0N,1,1,2/13/2021,0,0,0,3/15/2021,0,0,0,Oncology,I,Cancelled,25,NULL,NULL,109,450,NULL,1,30
1-10FH45,3,3,4/30/2020,0,0,0,8/1/2020,0,0,0,Oncology,I,Cancelled,12,NULL,NULL,122,334,NULL,1,93
1-10FHKN,4,6,2/3/2020,0,0,0,10/30/2020,0,0,0,Oncology,II,Closed,30,IQVIA,NULL,216,365, China,1,270
1-10FL6M,0,0,5/28/2020,0,0,0,6/27/2020,0,0,0,Oncology,II,Cancelled,150,NULL,NULL,206,NULL,NULL,1,30
1-10FLE4,7,9,5/28/2021,0,0,0,7/1/2021,0,0,0,Oncology,III,Enrollment Complete,450,PPD,NULL,169,943," Australia, Belgium, Brazil, Canada, China, Czechia, France, Germany, Greece, Israel, Italy, Japan, Korea (the Democratic People's Republic of), Mexico, Poland, Russian Federation (the), Spain, Turkey, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,34
1-10FLEN,7,8,5/4/2021,0,0,0,6/15/2021,0,0,0,Oncology,I,Enrolling,42,PPD,NULL,111,NULL," Spain, United States of America (the)",1,42
1-10FLG7,3,3,12/11/2018,0,0,0,12/25/2018,0,0,0,Oncology,I,Closed,8,PRA,NULL,177,372, Hungary,1,14
1-10XM9M,0,1,11/19/2018,0,0,0,1/17/2019,0,0,0,GI,IV,Closed,300,Hangzhou Tigermed Consulting,55,162,507, China,1,59
1-1146BQ,5,5,7/6/2018,0,0,0,8/17/2018,0,0,0,GI,II,Closed,214,Quintiles,350,223,685," Belgium, Bulgaria, Czechia, Estonia, Poland, United Kingdom of Great Britain and Northern Ireland (the)",1,42
1-1274SY,3,3,4/14/2021,0,0,0,5/14/2021,0,0,0,Oncology,I,Cancelled,6,NULL,NULL,111,180,NULL,1,30
1-12754G,1,1,11/3/2020,0,0,0,1/5/2021,0,0,0,NULL,I,Cancelled,175,PPD,NULL,91,425,NULL,1,63
1-12755U,4,3,6/13/2021,0,0,0,6/14/2021,0,0,0,Oncology,I/II,Execution,125,PPD,NULL,97,499," Canada, China, France, Germany, Italy, Japan, Spain, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,1
1-127563,0,0,10/26/2012,0,0,0,11/25/2012,0,0,0,Oncology,II,Planned,150,PPD,NULL,NULL,690,NULL,1,30
1-127574,0,0,10/21/2013,0,0,0,11/20/2013,0,0,0,Oncology,II,Planned,150,PPD,NULL,155,690,NULL,1,30
1-127596,0,0,12/3/2017,0,0,0,12/31/2017,0,0,0,Oncology,III,Planned,400,PPD,NULL,124,720,NULL,1,28
1-12759X,0,0,11/28/2018,0,0,0,12/26/2018,0,0,0,Oncology,III,Planned,400,PPD,NULL,124,720,NULL,1,28
1-12LDAB,0,0,7/14/2017,0,0,0,8/16/2017,0,0,0,GI,I,Closed,104,PRA,229,201,35, United States of America (the),1,33
1-12MTGF,2,2,3/1/2021,0,0,0,5/31/2021,0,0,0,GI,IV,Enrollment Complete,300,Univ. California San Diego,NULL,66,1391," Canada, United States of America (the)",1,91
1-12MXSR,9,10,9/23/2019,0,0,0,11/18/2019,0,0,0,CNS,I,Closed,114,PPD,NULL,87,1107, United States of America (the),1,56
1-13KZLX,15,20,11/29/2019,0,0,0,4/6/2020,0,0,0,Oncology,II,Enrollment Complete,141,GEICAM,203,184,657," Spain, United States of America (the)",1,129
1-13KZMH,0,0,6/9/2017,0,0,0,7/31/2017,0,0,0,CNS,IV,Closed,352,Quintiles,148,146,139, United States of America (the),1,52
1-13NNMT,6,6,12/28/2020,0,0,0,1/27/2021,0,0,0,Oncology,I,Terminated,1,PRA,90,129,225, Hungary,1,30
1-14MLFD,0,0,9/29/2017,0,0,0,11/20/2017,0,0,0,CNS,I,Cancelled,40,Quintiles,63,117,2,NULL,1,52
1-17J3FB,4,4,10/13/2020,0,0,0,11/17/2020,0,0,0,CNS,IIA,Cancelled,90,PRA,105,776,300,NULL,1,35
1-17VBPS,5,8,11/2/2018,0,0,0,12/28/2018,0,0,0,GI,IB,Closed,24,PRA,58,209,358, United States of America (the),1,56
1-17X9H9,7,9,7/28/2018,0,0,0,11/14/2018,0,0,0,GI,I,Closed,16,PRA,112,985,1, China,1,109
1-17X9HR,10,8,2/25/2021,0,0,0,3/24/2021,0,0,0,GI,III,Enrolling,302,Quintiles,111,776,1317, China,1,27
1-17X9I5,13,13,9/10/2020,0,0,0,1/30/2021,0,0,0,GI,III,Enrollment Complete,204,Quintiles,111,778,540, China,1,142
1-18NLQH,3,2,12/10/2018,0,0,0,2/11/2019,0,0,0,CNS,I,Cancelled,186,PPD,128,42,863, United States of America (the),1,63
1-19NQKS,2,2,1/1/2021,0,0,0,2/5/2021,0,0,0,CNS,II,Cancelled,240,PRA,70,NULL,NULL," Japan, United States of America (the)",1,35
1-1ASDLD,2,3,1/5/2019,0,0,0,3/1/2019,0,0,0,CNS,I,Cancelled,46,PPD,155,631,160, United States of America (the),1,55
1-1BKVJT,2,5,1/21/2020,0,0,0,2/21/2020,0,0,0,Oncology,III,Enrollment Complete,40,PPD,NULL,266,308, Korea (the Republic of),1,31
1-1BKVML,10,12,1/20/2021,0,0,0,2/18/2021,0,0,0,Oncology,I,Execution,22,IQVIA,180,193,872," Japan, Korea (the Republic of)",1,29
1-1BP8VZ,0,0,5/11/2017,0,0,0,5/17/2017,0,0,0,GI,I,Closed,30,Quintiles,1061,274,190, Korea (the Republic of),1,6
1-1CJZC7,8,10,5/21/2020,0,0,0,7/23/2020,0,0,0,GI,III,Cancelled,830,IQVIA,517,1135,988," China, Hong Kong, India, Korea (the Republic of), Malaysia, Philippines (the), Russian Federation (the), Taiwan (Province of China), Thailand",1,63
1-1CJZCH,5,5,6/7/2019,0,0,0,9/5/2019,0,0,0,GI,III,Closed,530,IQVIA,517,1093,695," China, India, Korea (the Democratic People's Republic of), Malaysia, Philippines (the), Russian Federation (the), Taiwan (Province of China)",1,90
1-1CJZCS,0,0,11/9/2016,0,0,0,1/11/2017,0,0,0,CNS,I,Closed,9,PPD,60,98,0, United States of America (the),1,63
1-1DC1ZJ,3,4,5/16/2018,0,0,0,6/7/2018,0,0,0,CNS,I,Closed,40,PRA,247,123,98, United States of America (the),1,22
1-1DC1ZT,5,5,8/7/2020,0,0,0,9/28/2020,0,0,0,CNS,I,Cancelled,30,NULL,63,117,2,NULL,1,52
1-1DC20B,11,8,11/26/2020,0,0,0,1/5/2021,0,0,0,CNS,I,Cancelled,16,PRA,168,99,224, United States of America (the),1,40
1-1DC20E,8,8,5/3/2020,0,0,0,6/22/2020,0,0,0,CNS,I,Cancelled,16,Celerion,63,17,0, United States of America (the),1,50
1-1DUG15,13,8,2/16/2021,0,0,0,4/13/2021,0,0,0,GI,III,Execution,558,PRA,119,154,540," Argentina, Australia, Austria, Belgium, Brazil, Canada, France, Germany, Greece, Hungary, Israel, Italy, Japan, Korea (the Republic of), Norway, Poland, Portugal, Romania, Russian Federation (the), Singapore, Spain, Sweden, Switzerland, Taiwan (Province of China), United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,56
1-1DUG1R,5,8,9/18/2020,0,0,0,5/26/2021,0,0,0,GI,III,Planned,460,PRA,119,137,600,NULL,1,250
1-1EIATT,0,0,1/23/2017,0,0,0,3/21/2017,0,0,0,GI,III,Closed,204,Quintiles,NULL,294,279, Russian Federation (the),1,57
1-1EIAU4,0,0,2/17/2017,0,0,0,4/21/2017,0,0,0,GI,III,Closed,150,Quintiles,NULL,358,245, Korea (the Republic of),1,63
1-1EIAUN,0,0,6/5/2017,0,0,0,7/28/2017,0,0,0,GI,III,Closed,204,Quintiles,NULL,371,338, Mexico,1,53
1-1EIAVJ,3,4,12/6/2019,0,0,0,2/7/2020,0,0,0,Oncology,IB,Closed,106,PRA,55,176,1116, United States of America (the),1,63
1-1FFWFN,5,5,5/15/2020,0,0,0,7/10/2020,0,0,0,NULL,III,Planned,288,NULL,70,210,180,NULL,1,56
1-1FFWFY,5,5,5/15/2020,0,0,0,7/10/2020,0,0,0,NULL,III,Planned,288,NULL,70,210,180,NULL,1,56
1-1FFWG7,1,1,4/10/2021,0,0,0,6/4/2021,0,0,0,NULL,III,Planned,600,NULL,132,195,196,NULL,1,55
1-1FQOKZ,3,2,3/23/2021,0,0,0,5/18/2021,0,0,0,CNS,II,Cancelled,15,NULL,57,102,155,NULL,1,56
1-1FQOMT,0,0,8/24/2017,0,0,0,10/19/2017,0,0,0,CNS,I,Closed,12,Quintiles,49,182,131, United Kingdom of Great Britain and Northern Ireland (the),1,56
1-1FQORN,2,2,3/3/2020,0,0,0,4/7/2020,0,0,0,CNS,I,Cancelled,6,NULL,63,NULL,0, United States of America (the),1,35
1-1FQORY,2,2,3/31/2020,0,0,0,5/5/2020,0,0,0,CNS,I,Cancelled,60,NULL,63,NULL,14, United States of America (the),1,35
1-1FQOS7,3,3,10/20/2019,0,0,0,11/22/2019,0,0,0,CNS,I,Cancelled,24,NULL,63,124,2, United States of America (the),1,33
1-1FQOSG,2,2,5/1/2020,0,0,0,6/5/2020,0,0,0,CNS,I,Cancelled,24,NULL,63,NULL,2, United States of America (the),1,35
1-1FQOV2,3,2,2/8/2018,0,0,0,3/30/2018,0,0,0,GI,I,Closed,40,Hangzhou Tigermed Consulting,1211,1105,49, China,1,50
1-1FQOVB,1,2,3/29/2019,0,0,0,4/30/2019,0,0,0,GI,III,Cancelled,450,Hangzhou Tigermed Consulting,1211,763,546,NULL,1,32
1-1FQOVK,4,5,6/14/2018,0,0,0,8/14/2018,0,0,0,GI,III,Closed,200,Hangzhou Tigermed Consulting,1211,764,454,NULL,1,61
1-1GDNNZ,3,4,7/13/2018,0,0,0,10/8/2018,0,0,0,CVM,I,Closed,72,Atlant,177,310,7, Russian Federation (the),1,87
1-1H5VVF,5,5,12/18/2018,0,0,0,1/22/2019,0,0,0,CNS,I,Cancelled,1,PRA,21,60,4, United States of America (the),1,35
1-1H5VVZ,3,3,11/13/2019,0,0,0,1/8/2020,0,0,0,NULL,I,Cancelled,12,NULL,21,62,0,NULL,1,56
1-1HVXQ3,4,1,8/12/2018,0,0,0,9/19/2018,0,0,0,GI,I,Closed,24,Celerion,530,71,0, United States of America (the),1,38
1-1KXHXR,6,6,4/15/2020,0,0,0,6/10/2020,0,0,0,GI,I,Planned,18,NULL,70,102,30,NULL,1,56
1-1KXHY2,1,1,5/13/2017,0,0,0,6/26/2017,0,0,0,GI,I,Closed,52,PRA,130,81,13, United States of America (the),1,44
1-1L0NQP,5,6,7/26/2019,0,0,0,9/20/2019,0,0,0,GI,IIA,Closed,17,Quintiles,76,270,459," Belgium, France, Norway, Sweden, United States of America (the)",1,56
1-1LEUIX,2,2,1/2/2020,0,0,0,2/13/2020,0,0,0,CNS,III,Cancelled,500,PRA,735,150,364,NULL,1,42
1-1M2SHV,4,7,6/26/2020,0,0,0,9/8/2020,0,0,0,Oncology,II/III,Enrollment Complete,120,PPD,NULL,330,592," Australia, Belgium, Canada, Czechia, Denmark, France, Germany, Greece, Israel, Italy, Japan, Netherlands (the), Norway, Russian Federation (the), Spain, Sweden, Turkey, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,74
1-1MI4EK,3,4,4/23/2021,0,0,0,5/23/2021,0,0,0,Oncology,I,Cancelled,30,IQVIA,81,85,12,NULL,1,30
1-1MYTTL,0,14,4/16/2020,0,0,0,6/16/2020,0,0,0,NULL,I,Planned,48,NULL,120,172,505,NULL,1,61
1-1MZ2O7,3,3,10/30/2018,0,0,0,12/5/2018,0,0,0,CNS,IIA,Closed,18,PRA,170,148,303, United States of America (the),1,36
1-1P9TDT,1,1,12/25/2019,0,0,0,2/19/2020,0,0,0,NULL,0,Cancelled,100,NULL,63,91,175,NULL,1,56
1-1S6QUZ,11,12,12/10/2019,0,0,0,2/24/2020,0,0,0,CNS,II,Closed,23,PRA,46,321,533, United Kingdom of Great Britain and Northern Ireland (the),1,76
1-1TM8YR,11,9,6/25/2020,0,0,0,8/20/2020,0,0,0,GI,I,Completed,190,Celerion,420,115,92, United States of America (the),1,56
1-1VZYMN ,2,5,6/15/2018,0,0,0,11/8/2018,0,0,0,GI,I,Closed,6,PRA,92,64,0, Netherlands (the),1,146
1-1VZYNQ ,0,0,7/24/2017,0,0,0,8/28/2017,0,0,0,GI,I,Closed,11,PRA,120,55,0, United States of America (the),1,35
1-1VZYOB,7,8,9/28/2020,0,0,0,10/26/2020,0,0,0,GI,I,Cancelled,36,Celerion,160,616,NULL, United States of America (the),1,28
1-1VZYOK,13,14,8/15/2019,0,0,0,9/6/2019,0,0,0,GI,I,Closed,32,PRA,24,158,603," Czechia, Hungary",1,22
1-1VZYOT,4,5,9/11/2018,0,0,0,10/15/2018,0,0,0,GI,I,Closed,24,PRA,39,200,262," Czechia, Slovakia",1,34
1-1W19RW,5,7,9/15/2019,0,0,0,12/9/2019,0,0,0,GI,IIb,Cancelled,200,PRA,60,225,365," Australia, Canada, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,85
1-1W19SB,1,2,6/15/2021,0,0,0,7/13/2021,0,0,0,GI,I,Planned,24,Celerion,63,121,0,NULL,1,28
1-1W19SY,3,4,6/10/2021,0,0,0,6/18/2021,0,0,0,GI,I,Planned,48,Celerion,63,140,0,NULL,1,8
1-1X3FRR,17,19,2/4/2021,0,0,0,3/25/2021,0,0,0,CNS,II,Completed,40,PRA,43,321,1001," United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,49
1-1Y6NEZ,8,10,12/28/2020,0,0,0,5/25/2021,0,0,0,GI,I/II,Completed,80,TFS,0,0,1185," Belgium, France, Lithuania, Spain",1,148
1-1ZTG51,3,3,3/11/2018,0,0,0,7/19/2018,0,0,0,GI,IIA,Closed,48,PRA,162,142,130, United States of America (the),1,130
1-21HO75,0,0,7/11/2017,0,0,0,8/18/2017,0,0,0,GI,I,Closed,12,PRA,27,94,0, United States of America (the),1,38
1-22AXI5,2,2,3/1/2021,0,0,0,4/26/2021,0,0,0,Oncology,I,Enrolling,117,PRA,NULL,186,1149, United States of America (the),1,56
1-22IBXF,16,17,12/30/2020,0,0,0,1/27/2021,0,0,0,Oncology,I,Closed,20,PRA,NULL,254,253, United States of America (the),1,28
1-23H333,0,1,1/21/2021,0,0,0,2/18/2021,0,0,0,GI,I,Planned,24,Celerion,44,NULL,205,NULL,1,28
1-23H33O,0,1,1/26/2021,0,0,0,2/23/2021,0,0,0,GI,I,Planned,24,Celerion,55,121,NULL,NULL,1,28
1-23H347,5,7,3/15/2021,0,0,0,5/11/2021,0,0,0,GI,I,Closed,12,Celerion,56,116,167, United States of America (the),1,57
1-23H34G,13,14,2/19/2021,0,0,0,3/30/2021,0,0,0,GI,I,Completed,6,Celerion,28,83,42, United States of America (the),1,39
1-23H34P,2,7,2/10/2021,0,0,0,3/10/2021,0,0,0,GI,I,Planned,24,Celerion,69,108,NULL,NULL,1,28
1-23H34T,0,1,10/26/2020,0,0,0,12/21/2020,0,0,0,GI,I,Planned,24,Celerion,56,NULL,27,NULL,1,56
1-23H35C,1,2,4/22/2021,0,0,0,5/20/2021,0,0,0,GI,I,Cancelled,24,Celerion,6,NULL,0,NULL,1,28
1-23H35R,6,8,5/18/2021,0,0,0,6/22/2021,0,0,0,GI,I,Planned,24,Celerion,NULL,21,0, United States of America (the),1,35
1-24RE13,9,11,7/12/2019,0,0,0,8/27/2019,0,0,0,GI,IIA,Closed,48,PRA,96,159,522, United States of America (the),1,46
1-24REKY,10,15,2/27/2020,0,0,0,7/30/2020,0,0,0,NULL,I/II,Closed,137,PRA,NULL,85,1022," Spain, United States of America (the)",1,154
1-24RELR,6,9,2/29/2020,0,0,0,6/5/2020,0,0,0,Oncology,II,Closed,222,PRA,0,369,447," Australia, Austria, Belgium, Canada, Denmark, France, Germany, Hong Kong, Italy, Korea (the Republic of), Netherlands (the), Norway, Singapore, Spain, Sweden, Switzerland, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,97
1-24RELX,8,15,11/30/2020,1,0,0,2/1/2021,1,0,0,Oncology,I/II,Enrolling,319,PRA,NULL,208,1779," China, France, Germany, Italy, Japan, Korea (the Democratic People's Republic of), Spain, Taiwan (Province of China), United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,63
1-24REM6,1,1,2/1/2020,0,0,0,2/25/2020,0,0,0,Oncology,II,Cancelled,150,NULL,165,120,360,NULL,1,24
1-24REMA,0,0,12/4/2016,0,0,0,6/26/2017,0,0,0,NULL,I,Closed,1,INC Research,NULL,82,191, United States of America (the),1,204
1-24REMU,0,0,11/3/2016,0,0,0,6/26/2017,0,0,0,NULL,I,Closed,1,INC Research,NULL,89,154, United States of America (the),1,235
1-24REN3,15,21,11/30/2020,1,0,0,2/2/2021,1,0,0,Oncology,III,Completed,270,PRA,NULL,231,448," Australia, Austria, Canada, Czechia, Denmark, Finland, France, Germany, Hong Kong, Italy, Korea (the Republic of), Luxembourg, Netherlands (the), Norway, Portugal, Singapore, Spain, Sweden, Switzerland, Taiwan (Province of China), United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,64
1-24RENC,10,12,9/3/2019,0,0,0,11/12/2019,0,0,0,Oncology,II,Closed,80,TBD,132,111,678, Japan,1,70
1-24RENV,3,3,9/29/2020,0,0,0,11/18/2020,0,0,0,Oncology,II,Planned,80,NULL,NULL,182,282,NULL,1,50
1-25CUNJ,0,0,10/30/2020,0,0,0,12/25/2020,0,0,0,NULL,II,Planned,250,NULL,154,29,731,NULL,1,56
1-25CUP8,1,2,11/23/2020,0,0,0,1/19/2021,0,0,0,GI,I,Planned,24,PRA,56,114,NULL,NULL,1,57
1-25CUQB,0,1,2/2/2021,0,0,0,3/2/2021,0,0,0,GI,I,Planned,138,NULL,56,NULL,118,NULL,1,28
1-25CUUR,9,7,9/9/2018,0,0,0,10/3/2018,0,0,0,CNS,I,Closed,48,PRA,8,56,344, United States of America (the),1,24
1-25FRSE,6,7,9/3/2019,0,0,0,12/24/2019,0,0,0,NULL,IIIb,Closed,366,Atlant,337,225,214," Belarus, Georgia, Kazakhstan, Russian Federation (the), Ukraine",1,112
1-26JYIY,4,6,9/21/2018,0,0,0,10/22/2018,0,0,0,GI,I,Closed,102,Celerion,530,88,25, United States of America (the),1,31
1-26JYJ8,37,30,7/8/2021,0,0,0,7/14/2021,0,0,0,Oncology,I,Enrollment Complete,20,PRA,77,575,193," France, Italy, Netherlands (the), Spain",1,6
1-26UP5I,10,13,12/15/2019,0,0,0,1/15/2020,0,0,0,GI,0,Closed,20,PRA,71,257,492, United States of America (the),1,31
1-26UPD0,16,13,6/19/2021,1,0,0,7/12/2021,0,0,0,Oncology,III,Enrolling,230,PRA,191,251,897," Argentina, Australia, Austria, Belarus, Belgium, Brazil, Bulgaria, Canada, Chile, China, Czechia, Denmark, Finland, France, Greece, Hungary, Israel, Italy, Korea (the Republic of), Mexico, New Zealand, Norway, Poland, Romania, Russian Federation (the), Singapore, Slovakia, Spain, Taiwan (Province of China), Turkey, United States of America (the)",1,23
